景點名稱,景點描述,開放時間,縣市,行政區,地址,搭乘交通運輸,經度,緯度,FB ID,打卡數
平等里櫻花,臺灣北部賞櫻地點幾乎都由陽明山平菁街的櫻花開始。每年1-2月間，可由士林區至善路3段71巷左轉進入陽明山，沿途可以欣賞到山櫻花開放，櫻花坐落於陽明山寧靜的巷弄內，而平等里內，有許多休閒觀光農園、有咖啡、茶點，可觀賞農作，可以吃農家菜，是休閒好去處。陽明山的櫻花種類有：緋寒櫻（山櫻花）、重瓣緋寒櫻（八重櫻）、吉野櫻、昭和櫻、大島櫻等。,開放空間,臺北市,士林區,臺北市  士林區平菁街42巷,公車：「倫仔尾」站（劍潭或士林捷運站搭乘）303、小19&nbsp;,121.570813,25.129125,297069067082731 ,393
林語堂故居,1966年林先生返臺定居，這座洋房由他親自設計，結合中國四合院與西方美學建築，藍瓦白牆，拱門迴廊，融合現代感觀及古典之美。地點則是選擇在貌似福建故鄉山景的陽明山，在此，可以聽到親切的閩南話，讓他備感欣慰。他曾經形容這座宅院「宅中有園，園中有屋，屋中有院，院中有樹，樹上有天，天上有月，不亦快哉」，陽台是林先生生前常來的地方；吃完晚飯，林先生最喜歡坐在桌旁的藤椅上，口含煙斗，欣賞夕照沉沒於觀音山際，你也可以來此體驗這樣的閑情。,"週二至週日09:00~17:00, 公休日：週一",臺北市,士林區,臺北市  士林區仰德大道2段141號,1.公車：260 、 303 、小 15 、小 16 、小 17 、紅5 至永福(林語堂故居)站 2.車位：故居斜對面備有小型停車場 3.管制：仰德大道假日7 至 15 時小型車禁止進入，可由北投、天母地區之其他路徑上山,121.54694,25.1096,linyutanghouse,1086
陽明山國家公園,陽明山國家公園是臺灣離都會區最近的一座國家公園，這裡地貌多變、生態豐富，孕育了許多珍貴的保育類動物，幸運的話，可以在這裏發現台灣特有種鳥類－台灣藍鵲的蹤跡。公園內種滿了梅、櫻、桃、李、杜鵑、茶花等各式花卉，每年春天櫻花盛開，總是吸引眾多人潮上山賞花。櫻花季過後，大約三月中旬竹子湖的海芋接著盛開，到田裡體驗採花的趣味，帶著一束海芋回家，成了遊客的必備行程。公園內最具代表的是一座由各式當季花卉組成的花鐘，來到陽明山，你一定要來這邊拍張照！除了花鐘，陽明山還有小油坑、陽明書屋、冷水坑、擎天崗等熱門景點，如果你喜歡登山踏青，這些景點千萬不能錯過。此外，陽明山一帶擁有豐富的地熱資源，各處溫泉的泉質又有不同，北投地區行義路一帶的溫泉餐廳林立，若你旅經此處，別忘了享受這裡特有的硫磺溫泉！春天賞花，夏天避暑，秋天有芒花與楓葉、冬天泡溫泉，陽明山的四季都有不同的美景、樂趣，等著你來發掘喔！,管理處辦公時間 AM8:30~PM5:00 週休二日　遊客中心開館時間：AM8:30~PM4:30　各遊客服務站開館時間：AM9:00~PM4:30 (農曆除夕及每月最後一週的週一休館),臺北市,士林區,臺北市  士林區竹子湖路1-20號(陽明山國家公園管理處),"1.公車：260, 260區, 市民小巴M3, 紅5至陽明山總站，轉搭108休閒公車至各景點 2.捷運：劍潭站出站，搭公車紅5號在陽明山總站下車，轉搭108休閒公車至各景點",121.547742,25.15579,YMSNP.tw,54189
順益臺灣原住民博物館,順益臺灣原住民博物館，是國內第一座以原住民為主題的私人博物館。行經過它的時候，你很難忽略那特殊的建築造型──沉穩的灰色梯形建築，整面玻璃窗的彩繪裝飾，正中央矗立著刻滿原住民圖騰的石柱，帶著點神秘的氣息，彷彿有種魔力，召喚邀請著人們，快快大步邁入臺灣原住民的精采世界。 博物館內的典藏文物共有4個主題，詳敘臺灣原住民各族的分佈區域，以及建築、工藝、狩獵器具……等傳統日常生活物件的介紹，還有各族美麗的傳統服飾，與原住民族最重要的祖靈信仰。館方也會不定期舉辦各種相關活動及課程，讓民眾能以更活潑而輕鬆的方式，親自體驗原住民的文化，領略他們崇敬祖靈、與自然山川共生息的生活智慧。,"週二至週日09:00~17:00，遇國定假日開放參觀。
公休日：週一暨每年農曆春節假期",臺北市,士林區,臺北市  士林區至善路2段282號,1.士林捷運站一號出口，乘公車255、小18、小19於衛理女中下車，或乘304、紅30，於故宮站下車。2.捷運大直站2號出口，乖公車棕13於衛理女中下車。週二至週日14:00及15:50，於故宮乘車處發車接送至本館。,121.551611,25.100853,aborgines0609,3108
至德園公園,至德園位於至善路與故宮路交叉口，位於故宮右側，園區古意盎然情調優雅，與故宮莊嚴的建築相輝映。別緻的古典圓拱門，步道小徑，別有一般清幽，古樸橋廊蜿蜒，荷蓮錯落盛開，漫步亭台樓閣間，感受城市生活中的靜謐時光。民國84年故宮博物院為美化院區四周及提供遊客及市民一處優質的休憩場所因而建置，公園沿小雙溪闢建，因而稱之為臨溪公園，而後因擴建才又更名為至德園。當你夏日步入蓮荷池畔時，正式荷花盛開之時。園內林木蒼翠，並有榕蔭曲徑，在此散步，更是怡然自得。,,臺北市,士林區,臺北市  士林區至善路二段113巷,1、公車：搭乘小18、小19、紅30、213、255、255(區間車)、304承德線、304重慶線至故宮博物院站即可到達至德園。2、捷運：搭乘淡水線捷運至士林站，轉乘255、304承德線、304重慶線、小19、紅30至故宮博物院站即可到達至德園。,121.547019,25.099975,161496580580679 ,2248
國立故宮博物院,國立故宮博物院於1965年在外雙溪落成，中國宮殿式的建築，一至三樓為展覽陳列空間，四樓為休憩茶座「三希堂」，藏有全世界最多的中華藝術寶藏，收藏品主要承襲自宋、元、明、清四朝，幾乎涵蓋了整部五千年的中國歷史，數量達65萬多件，國立故宮博物院擁有「中華文化寶庫」的美名。國立故宮博物院除了展覽品豐富以外，提供中、英、法、德、日、西、韓等七國語言專業導覽，並定期舉辦各類文物研習課程、專題演講及巡迴展出活動，出版百種以上的刊物及專輯，實為世界的文化寶地，國立故宮博物院是來臺灣旅遊的必訪之地。,展覽區一（正館）：全年開放，上午八時三十分至下午六時三十分。夜間延長開放時段：每週五、週六18:30～21:00，國人憑身分證件可免費參觀。(其他館開放時間請參閱國立故宮博物院官網：http://www.npm.gov.tw/zh-TW/Article.aspx?sNo=03000063),臺北市,士林區,臺北市  士林區至善路二段221號,搭乘捷運淡水線至士林站下車，轉乘 紅 30（低地板公車） 往故宮博物院至本院正館門口下車。或轉乘公車 255、304、815（三重-故宮博物院）、小型公車 18 、小型公車 19  於本院正面廣場前下車。 搭乘捷運文湖線至大直站下車，轉乘 棕 13 往故宮博物院至本院正面廣場前下車。或搭乘捷運文湖線至劍南路站下車，轉乘 棕 20 往故宮博物院至本院正館門口下車。,121.5496,25.1013,npmgov,230791
內雙溪自然公園,位於士林區東南角之內雙溪自然公園，占地104公頃，為臺北市最大的森林自然公園，以豐富的生態與地形等特色，媲美溪頭的風貌，所以又稱『臺北小溪頭』。臺北市政府大地工程處斥資整建，規劃並建置登山步道、觀景台和產業道路，串連起內湖及士林兩區的內雙溪山區，並整合內雙溪森林、自然公園、碧山露營場、白石湖農村社區及周邊景觀生態等資源。其入口的「碧溪橋」兩端有台灣樹蛙的石雕，彰顯小溪頭地區特有的豐富生態，橋旁護欄亦設有半圓型觀景台，供民眾欣賞內雙溪溪流的流水淙淙及獅頭山的怪石嶙峋。沿著登山步道而行，可見一巨木瞭望台，採全黑檀木材質建造，四支支柱更保留原木型體，造型壯觀，且在入口處有梅花形廣場，可供民眾休息，登上高達6公尺的瞭望台，可遠眺大崙尾山及圓山仔山。園內並規畫有太陽光電示範系統，運用太陽能發電達到節能減碳的效果，並藉由簡易操作的互動體驗對民眾做示範教育。此區域屬碧溪集水區，水源豐沛，是孕育生態的溫床，加上地形介於古老雪山山脈和新興大屯山山脈物種交會地帶，生態資源豐富，景觀變化多，提供民眾一個結合生活、休憩和生態的遊憩環境。,全天開放,臺北市,士林區,臺北市  士林區至善路三段150巷,可於劍潭捷運站搭乘市民小巴1路公車至溪山苗圃站下車。也可於劍潭捷運站搭乘小18公車至碧溪橋下車，步行至溪山苗圃。,121.577094,25.115364,147902525268930 ,15337
七星山系-坪頂古圳親山步道,坪頂為士林平等里的舊地名，位於平等里有兩條古圳以坪頂為名，一是坪頂古圳，一是坪頂新圳，兩處古圳都是超過150年的引水設施，肩負灌溉、飲水、運水三種功能，至今仍是平等里居民所仰賴的民生用水來源。 坪頂古圳親山步道 這條親山步道自平等里平菁街95巷起登，沿途上坡、下坡地面佈滿青苔，首先抵達設置打印台的清風亭，這時古圳口就在不遠處了，抵達水道口可見有坪頂古圳的大紅題字，一旁還簡述古圳的開鑿史。步道與水圳並行最後才抵圳道尾端的水渠石洞，其旁讓人目不暇給的水中生態與水域環境，讓山友瞧見圳道處處迷人的風采。坪頂古圳步道生態景觀坪頂古圳親山步道海拔約300至500公尺範圍內，也就是士林區平等里，地勢北高南低，有內雙溪與內寮溪流經其間，山地丘陵與溪水孕育出豐富的植物生態景觀，最多的要算是姑婆芋、紅楠、無患子、風藤及竹子等，水中生物則有多樣化的昆蟲與爬蟲類，讓山友在探訪步道的同時，也能感受處處是驚奇的豐富之旅。鵝尾山鵝尾山海拔523公尺，位於七股山與竹篙山的連稜間，又有「無尾山」之稱，山勢低緩，山頂上長滿了許多芒草和樹木，景致清幽。從平等里放眼望去，宛若一堆小土丘，山頂平坦渾圓，每當山嵐霧湧堆高，即可見迷濛飄渺的景象。山友可搭乘小18公車於礁坑或礁坑橋站下車後，循至善路三段181巷北行，經371巷20弄15號旁的登山口上登。古圳今流百年風到過外雙溪踏青戲水嗎？今天就沿著溪谷，到上游的內雙溪去瞧瞧，聽說溪流清澈，還有百年古圳伴相隨，真讓人萬分期待，許是又一處令人驚艷的世外桃源。走入竹林夾道的上坡路，青青苔蘚漫佈在石階、路旁的老樹上，間或出現的綠罩路燈也帶有幾分古樸味，這幽靜的綠色隧道恍若時空錯置，也許是要領我們回到百年前的「坪頂」。  平等里的舊名是「坪頂」，所以這裡有二條古圳都是以坪頂為名，一是「坪頂古圳」，另一則是「坪頂新圳」，二者的年歲早已超過150年。古圳肩負運輸、灌溉、飲水三大功能，至今仍是平等里居民所仰賴的民生用水來源。過叉路左轉，順著下坡路來到覆滿青苔、古韻猶存的桃仔腳橋，古圳就在不遠處。興之所至，就先溯溪而下到溪谷戲水，反正接下來的路平坦好走，先玩個過癮，然後到小橋旁涼亭休息片刻再出發。首先映入眼簾的是水量最豐沛的登峰圳。這水圳雖然開闢時間最晚，但除了內雙溪以外，還導引沿途的山澗、溪流，以及附近礦坑內的水源，自然取之不盡、用之不竭啦。然後是略為「資深」的新圳，最後一段步道沿水圳而行，最後就會來到圳道尾端的水渠石洞，見到題有「坪頂古圳」的大紅字。水文、生態　處處是驚喜 探訪古圳的路途上，還有讓人目不暇給的豐富生態。林蔭茂密，加上豐沛的水域環境，不僅水裡有各種水生動物，溪蝦、溪蟹、小魚、和成群的蝌蚪悠遊其間；濃密森林也孕育出繽紛多樣的昆蟲和爬蟲類動物。像是台灣最大型的無霸勾蜓，在平地鮮少見其蹤影，倒是經常在水圳附近活動。還有杜松蜻蜓、霜白蜻蜓，美麗的豆娘，都活躍於古圳四周。蝶影紛飛也是常見的景象，蛇目蝶多半待在陰暗的環境；鳳蝶和蛺蝶則喜歡陽光露臉的地方。行走步道間，稍微留意一下腳邊，也許會遇到可愛的金龜子、步行蟲，或是鍬形蟲呢。 天氣晴朗時抬頭向天，也許就讓你捕捉到大冠鷲或台灣藍鵲飛略而過的身影；其他同屬於保育類的?動物，如黑冠麻鷺、台北樹蛙、褐樹蛙、青竹絲、十數種蜻蛉、螢火蟲等，也都選擇在這裡棲息。許多夜行性的動物，白天也許看不到，但仔細觀察，還是有很多有趣發現，像是桃仔腳橋旁的涼亭，石桌上灑滿了黑褐色的糞便，裡面還夾雜著甲蟲、螳螂和蟬的殘骸，蔚為罕見奇觀，這正是台灣葉鼻蝠的傑作，這些黑色排遺顯示，晚上經常有一群台灣葉鼻蝠會在屋頂倒吊休息。所以難得來到古圳步道，你可要睜大眼睛，仔細瞧瞧圳道處處見驚喜的迷人風采！,開放空間,臺北市,士林區,臺北市  士林區至善路三段370巷29號,1.捷運士林站下車，轉乘公車小18至「坪頂古圳步道口站」下車，步行至至善路三段370巷29號。2.公車小19、303至「平等里站」下車。,121.586731,25.134289,221307921219466 ,9045
芝山巖惠濟宮,在惠濟宮的山腳下，可以看到一個像草原的廣場，上面有著模型的羊群，好像先民在這裡放牧一樣。循著階梯向上，經過林間，昏暗的感覺，旁邊的岩壁上長著青苔，具有古意，在途中經過一個石頭拱門，是芝山的歷史遺蹟，在其後會發覺道路開闊許多，過一個彎，豁然開朗，平坦的路面，與先前的感覺截然不同，惠濟宮，就座落其間。 漳州人來到士林，也把他們的守護神「開漳聖王」一塊兒帶來了。傳說芝山原本是富豪黃善的土地，約兩百年前，其漳州府平和縣的親戚黃澄清，帶著開漳聖王的香火來到臺灣，懸掛在芝山上，傳說有神蹟出現，大家就合力湊錢，在1752年搭建了惠濟宮。不久，因祭祀觀音佛祖，又名芝山巖寺。1840年士林士紳的潘永清在芝山巖上創建了文昌祠，聘請老師教育子弟。到了1874年，3座寺廟合併在一起，從此就統稱為惠濟宮了。目前來到惠濟宮，多半是祈求考試可以順利，這裡有隻文昌筆。傳說若是摸了「文昌筆」會得到保佑，因此家長都會帶著小孩來摸文昌筆，祈求考試順利。,每日05:00~19:00  夏令期間05:00~21:00,臺北市,士林區,臺北市  士林區至誠路1段326巷26號,捷運站名：士林站或芝山站步行約15分鐘1.公車：206、267(副)、645、645(副)至芝山公園站或惠濟宮站 2.停車資訊：至誠平面停車場 士林區至誠路1段295號對面,121.53078,25.103166,hctemple5656,7974
社子島環島與二重疏洪道自行車道,社子島位於基隆河與淡水河之交匯處，地質為沙洲型態，該地區處處可見稻田橫亙，菜園綠茵，展現老農村民風純樸的美麗景緻。該地區利用堤頂建設自行車道，吸引許多自行車愛好者前往，社子島沙洲沙尾可以看見基隆和與淡水河交匯波濤澎湃的景象，每當夕陽西下，金黃色落日餘暉揮灑在河面上閃閃動人，遠眺大屯山及觀音山綿延天邊的景緻，教人美不勝收。往南還可銜接百齡橋左岸自行車，這裡有許多大型的各式球場，而且經常可以看見國內外著名的球隊在此練球，騎乘之餘欣賞開闊的運動廣場人群，既充實又熱鬧。二重疏洪道環狀自行車道全長24公里，穿越堤頂道路進入公園區域，不同主題的河濱綠地，可以花上很多時間去探險。,開放空間,臺北市,士林區,臺北市  士林區延平北路七段,捷運站名：捷運劍潭站，轉乘紅7、紅10僑美站下車，步行約10分鐘，可抵社子島腳踏車道。；租車資訊：1.社子花卉廣場設有民間經營的腳踏車租借站。 2.由大稻埕碼頭租借站租車後前往。 3.二重疏洪親水公園設有腳踏車租借站。1.公車:2、215、246、536、紅10，於僑美站下車即可抵達社子島腳踏車道 2.開車： * 往臺北市區前往，可走三重環河道路，穿越提頂道路即可抵達。 * 由臺北市區前往，可沿延平北路北行，至七段處越過社子島入口頸子口（社子國小），即可抵達腳踏車道入口處。,121.503137,25.08952,388694721154198 ,59
社子島島頭公園,社子島島頭公園顧名思義即位於基隆河與淡水河交會的島頭之處，面積雖僅1公頃，但是名副其實，大有看「頭」！此島頭乃是臺北市政府利用基隆河疏濬的土方所填出來的灘地，灘地上綠草如茵，並闢建出石板路與木棧道，方便民眾親近觀景平台。觀景平台總是擠滿了垂釣客，這裡也是觀賞基隆河與淡水河交會及入海的絕佳地點，放眼望去，是270度的壯闊河景，朝右望去有香火鼎盛的關渡宮、氣勢如「紅」的關渡大橋，往左看遠方有巍峨雍容的觀音山，其間不時有小白鷺飛掠點綴，好一幅寫意的山水畫！平台左手邊是茂密的紅樹林濕地，與對岸的關渡自然公園濕地相呼應，退潮後的濕地還可看到探出頭的招潮蟹，共譜一曲紅樹林生態交響曲。,全天開放,臺北市,士林區,臺北市  士林區延平北路九段212號,搭乘捷運淡水線至劍潭站下車，轉搭光華客運紅10路線公車於臺北海洋技術學院站下車，約步行3至5分鐘即可抵達。搭乘捷運淡水線至圓山站下車，轉搭光華客運215路線公車於臺北海洋技術學院站下車，約步行3至5分鐘即可抵達。,121.466347,25.109398,167077540008542 ,32622
好棒．好棒   （一組3件）,1.好棒?好棒棒球是臺灣的國球，而天母棒球場是專業的球場。運用球棒和球相互堆疊來表達一棒接一棒，棒棒是好球的運動活力；並以高聳的地標雕塑，創造出區域的視覺焦點，與現有空間相呼應，展現天母地區的國際宏觀。2.金寶座以棒球「金手套」的趣味造型和高聳地標的棒球左右相呼應，營造出一座充滿青春活力，輕鬆愉快的競賽場域。登上「金寶座」是一項團隊精神的表現，也是最大的榮耀，期勉與賽者時時刻刻創造體壇棒球賽的精彩戰績。3.關鍵時刻棒球比賽過程中面臨「兩好球三壞球」時的抉擇是一個關鍵時刻；此刻，投手與打擊者如何冷靜面對，去迎接挑戰。人生如球場，總是有輸有贏，以球場上的決戰時刻意象，轉換為一組可供都市人群休憩的空間，希望透過藝術街道家具，讓生活在快速的都會叢林中的人們轉換心靈的空間，稍作休息、思考片刻，迎接下一個關鍵時刻的到來。,,臺北市,士林區,臺北市  士林區忠誠路二段77號  臺北市立體育學院 天母棒球場兩側外牆暨相關設施物,,121.532541,25.113143,216534615120071 ,43781
臺北市立兒童新樂園,由臺北市政府打造的兒童新樂園，占地約5公頃，內有遊樂設施、免費遊戲區及如果兒童劇團負責的兒童劇場，假日還有精彩的免費表演。兒童新樂園是臺北都會區的親子樂園，共有13項遊樂設施，除了全新的水果摩天輪、幸福碰碰車、海洋總動員(音樂馬車)、小飛龍(龍鳳船)、宇宙迴旋(輻射飛椅)、銀河號(小火車)及轉轉咖啡杯以外，更比兒童育樂中心(兒童樂園)新增了6項好玩又有趣的雲霄飛車、飛天巴士、自由落體、海盜船、旋轉小飛機、和迴旋椅。兒童新樂園有4大特色，包含結合悠遊卡的消費模式，持悠遊卡即可驗票入園、搭乘遊樂設施及園內部分商店消費，園內增設悠遊卡加值機等，方便遊客一卡在手、悠遊樂園。此外，園區內設置美食街、便利超商、紀念品商店等20間販賣店；另規劃室內汽機車停車場及多元化室內親子遊戲空間(免費遊戲區、球池及投幣式遊戲機)，讓遊客不論是晴天或是雨天，都能在兒童新樂園盡情遊玩！兒童新樂園北側為基河路臨雙溪，東側為基河路臨美崙公園，南側為士商路臨科學教育館，未來遊客可搭捷運至劍潭站或士林站，再轉搭接駁公車。,每週二至週日上午9時至下午5時，週六及寒、暑假期間延長營運至晚間8時，週一及農曆除夕為例行休園日，則不對外開放。,臺北市,士林區,臺北市  士林區承德路五段55號,搭乘捷運至劍潭站或士林站，再轉搭接駁公車。捷運轉乘接駁專車－配合兒童新樂園開放時間行駛，請於捷運劍潭站或士林站搭乘接駁專車前往捷運轉乘公車－? 捷運士林站出口1→公車轉乘站 255區、紅30、620→兒童新樂園? 捷運劍潭站出口1→公車轉乘站→41→兒童新樂園捷運轉乘公共自行車(YouBike)－? 捷運劍潭站出口2 YouBike租賃站→天文館YouBike租賃站→步行(步行距離約200公尺) →兒童新樂園? 捷運士林站出口2 YouBike租賃站→天文館YouBike租賃站→步行(步行距離約200公尺) →兒童新樂園捷運＋步行－? 捷運劍潭站出口1→直行基河路(步行距離約2公里) →兒童新樂園? 捷運士林站出口1→直行中正路，右轉基河路(步行距離約1.5公里) →兒童新樂園公車－? 兒童新樂園站：255區、紅30、620、41高鐵、臺鐵－? 搭乘至臺北車站轉捷運淡水信義線至劍潭站或士林站搭乘接駁專車,121.514611,25.094001,645988338782551 ,90791
芝山公園,位於士林區至誠路一段與雨聲街交叉口，偎依雙溪河畔，是座充滿綠色生態與文化史蹟的大型自然公園。其名稱由來為清康熙年間，福建漳州移民於淡北、士林一帶墾居，因公園地形與福建漳州境內芝山形勢相當因而得名。該公園至少包含大坌坑文化、芝山岩文化、圓山文化、植物園文化等史前文化，及清代、日治及國民政府時期等歷史文化，人文史蹟豐富。公園內有一百年古剎「惠濟宮」，始建於清乾隆17年間，迄今已達260年，民國68年由內政部指定為第三級古蹟，宮內主祀開漳聖王。因公園屬古蹟經長期保護結果，園內仍保留許多老樹，如位於雨農閱覽室旁的三百年樟樹即為此園鎮園之寶。且園內地形與地貌因長時間風化下產生許多自然景觀，如大象石、蛀洞、洋蔥石、石頭公與蛇蛙石等，均是豐富的地質教材。（文字資料來自臺北公園走透透）,,臺北市,士林區,臺北市  士林區雨聲街,,121.531838,25.10214,172897459514753 ,2099
